ITNO,ITEM,ShadeName,ShadeNo,Code,Rate,Pckng,Ptype,Range
12411,Diamond Overall Synthetic Enamel (Orange Packing) 9001,EAU-DI-NIL,9033,K9033,8812,14.56,Drum,OVERALL RANGE
12412,Diamond Overall Synthetic Enamel (Orange Packing) 9001,EARLY DAWN,9034,K9034,8812,14.56,Drum,OVERALL RANGE
12413,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DIYAR,9035,K9035,8812,14.56,Drum,OVERALL RANGE
12414,Diamond Overall Synthetic Enamel (Orange Packing) 9001,OYESTER,9041,K9041,8812,14.56,Drum,OVERALL RANGE
12415,Diamond Overall Synthetic Enamel (Orange Packing) 9001,LAVENDER WHITE,9042,K9042,8812,14.56,Drum,OVERALL RANGE
12416,Diamond Overall Synthetic Enamel (Orange Packing) 9001,HOPSACK,9043,K9043,8812,14.56,Drum,OVERALL RANGE
12417,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ANTIQUE WHITE,9044,K9044,8812,14.56,Drum,OVERALL RANGE
12418,Diamond Overall Synthetic Enamel (Orange Packing) 9001,VIVID BLUE,9045,K9045,8812,14.56,Drum,OVERALL RANGE
12419,Diamond Overall Synthetic Enamel (Orange Packing) 9001,FEROZEE,9046,K9046,8812,14.56,Drum,OVERALL RANGE
12420,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SIGNOL GREEN,9047,K9047,8812,14.56,Drum,OVERALL RANGE
12421,Diamond Overall Synthetic Enamel (Orange Packing) 9001,MUSTARD,9048,K9048,8812,14.56,Drum,OVERALL RANGE
12422,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DIAMOND BLUE,9049,K9049,8812,14.56,Drum,OVERALL RANGE
12423,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ASH WHITE,9050,K9050,8812,14.56,Drum,OVERALL RANGE
12424,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SLATE GREY,9051,K9051,8812,14.56,Drum,OVERALL RANGE
12425,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DIAMOND RED,9052,K9052,8812,14.56,Drum,OVERALL RANGE
12426,Diamond Overall Synthetic Enamel (Orange Packing) 9001,YELLOW OXIDE,9053,K9053,8812,14.56,Drum,OVERALL RANGE
12427,Diamond Overall Synthetic Enamel (Orange Packing) 9001,GLAZED VIOLET,9054,K9054,8812,14.56,Drum,OVERALL RANGE
12428,Diamond Overall Synthetic Enamel (Orange Packing) 9001,VIOLET,9055,K9055,8812,14.56,Drum,OVERALL RANGE
12429,Diamond Overall Synthetic Enamel (Orange Packing) 9001,BALI BLUE,9056,K9056,8812,14.56,Drum,OVERALL RANGE
12430,Diamond Overall Synthetic Enamel (Orange Packing) 9001,COURT GREY,9057,K9057,8812,14.56,Drum,OVERALL RANGE
12431,Diamond Overall Synthetic Enamel (Orange Packing) 9001,COUNTY CREAM,9058,K9058,8812,14.56,Drum,OVERALL RANGE
12432,Diamond Overall Synthetic Enamel (Orange Packing) 9001,PUMICE,9059,K9059,8812,14.56,Drum,OVERALL RANGE
12433,Diamond Overall Synthetic Enamel (Orange Packing) 9001,CLAY,9060,K9060,8812,14.56,Drum,OVERALL RANGE
12434,Diamond Overall Synthetic Enamel (Orange Packing) 9001,CORIANDER,9061,K9061,8812,14.56,Drum,OVERALL RANGE
12435,Diamond Overall Synthetic Enamel (Orange Packing) 9001,MAUVE,9062,K9062,8812,14.56,Drum,OVERALL RANGE
12436,Diamond Overall Synthetic Enamel (Orange Packing) 9001,TERRACOTA,9063,K9063,8812,14.56,Drum,OVERALL RANGE
12437,Diamond Overall Synthetic Enamel (Orange Packing) 9001,POLISH BROWN,9064,K9064,8812,14.56,Drum,OVERALL RANGE
12438,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ROSE PINK,9065,K9065,8812,14.56,Drum,OVERALL RANGE
12439,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SOFT VOILET,9066,K9066,8812,14.56,Drum,OVERALL RANGE
12440,Diamond Overall Synthetic Enamel (Orange Packing) 9001,WHITE-AS,9001,G9001,2265,3.64,Gallon,OVERALL RANGE
12441,Diamond Overall Synthetic Enamel (Orange Packing) 9001,MH-WHITE,9071,G9071,2265,3.64,Gallon,OVERALL RANGE
12442,Diamond Overall Synthetic Enamel (Orange Packing) 9001,BLACK,9002,G9002,2265,3.64,Gallon,OVERALL RANGE
12443,Diamond Overall Synthetic Enamel (Orange Packing) 9001,OFF-WHITE,9003,G9003,2265,3.64,Gallon,OVERALL RANGE
12444,Diamond Overall Synthetic Enamel (Orange Packing) 9001,CREAM,9004,G9004,2265,3.64,Gallon,OVERALL RANGE
12445,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DARK -GREY,9005,G9005,2265,3.64,Gallon,OVERALL RANGE
12446,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SMOKE-GREY,9006,G9006,2265,3.64,Gallon,OVERALL RANGE
12447,Diamond Overall Synthetic Enamel (Orange Packing) 9001,LIGHT -GREY,9007,G9007,2265,3.64,Gallon,OVERALL RANGE
12448,Diamond Overall Synthetic Enamel (Orange Packing) 9001,RED-OXIDE,9008,G9008,2265,3.64,Gallon,OVERALL RANGE
12449,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SIGNOL-RED,9009,G9009,2265,3.64,Gallon,OVERALL RANGE
12450,Diamond Overall Synthetic Enamel (Orange Packing) 9001,P.O.RED,9010,G9010,2265,3.64,Gallon,OVERALL RANGE
12451,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ROYAL-GREEN,9011,G9011,2265,3.64,Gallon,OVERALL RANGE
12452,Diamond Overall Synthetic Enamel (Orange Packing) 9001,LIGHT-GREEN,9012,G9012,2265,3.64,Gallon,OVERALL RANGE
12453,Diamond Overall Synthetic Enamel (Orange Packing) 9001,MIDDLE GREEN,9013,G9013,2265,3.64,Gallon,OVERALL RANGE
12454,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ADAM-GREEN,9014,G9014,2265,3.64,Gallon,OVERALL RANGE
12455,Diamond Overall Synthetic Enamel (Orange Packing) 9001,EMERALD,9015,G9015,2265,3.64,Gallon,OVERALL RANGE
12456,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SPRING-GREEN,9016,G9016,2265,3.64,Gallon,OVERALL RANGE
12457,Diamond Overall Synthetic Enamel (Orange Packing) 9001,LIGHT-BLUE,9017,G9017,2265,3.64,Gallon,OVERALL RANGE
12458,Diamond Overall Synthetic Enamel (Orange Packing) 9001,PEPSI-BLUE,9018,G9018,2265,3.64,Gallon,OVERALL RANGE
12459,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ROYAL-BLUE,9019,G9019,2265,3.64,Gallon,OVERALL RANGE
12460,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SEA-GREEN,9020,G9020,2265,3.64,Gallon,OVERALL RANGE
12461,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ORANGE,9021,G9021,2265,3.64,Gallon,OVERALL RANGE
12462,Diamond Overall Synthetic Enamel (Orange Packing) 9001,LEMON,9022,G9022,2265,3.64,Gallon,OVERALL RANGE
12463,Diamond Overall Synthetic Enamel (Orange Packing) 9001,GOLDEN YELLOW,9023,G9023,2265,3.64,Gallon,OVERALL RANGE
12464,Diamond Overall Synthetic Enamel (Orange Packing) 9001,BROWN,9024,G9024,2265,3.64,Gallon,OVERALL RANGE
12465,Diamond Overall Synthetic Enamel (Orange Packing) 9001,BEIGE,9026,G9026,2265,3.64,Gallon,OVERALL RANGE
12466,Diamond Overall Synthetic Enamel (Orange Packing) 9001,PINK,9027,G9027,2265,3.64,Gallon,OVERALL RANGE
12467,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DARK BROWN,9028,G9028,2265,3.64,Gallon,OVERALL RANGE
12468,Diamond Overall Synthetic Enamel (Orange Packing) 9001,GOLDEN BROWN,9029,G9029,2265,3.64,Gallon,OVERALL RANGE
12469,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ROSE WHITE,9030,G9030,2265,3.64,Gallon,OVERALL RANGE
12470,Diamond Overall Synthetic Enamel (Orange Packing) 9001,CAMEO,9031,G9031,2265,3.64,Gallon,OVERALL RANGE
12471,Diamond Overall Synthetic Enamel (Orange Packing) 9001,CANDY PINK,9032,G9032,2265,3.64,Gallon,OVERALL RANGE
12472,Diamond Overall Synthetic Enamel (Orange Packing) 9001,EAU-DI-NIL,9033,G9033,2265,3.64,Gallon,OVERALL RANGE
12473,Diamond Overall Synthetic Enamel (Orange Packing) 9001,EARLY DAWN,9034,G9034,2265,3.64,Gallon,OVERALL RANGE
12474,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DIYAR,9035,G9035,2265,3.64,Gallon,OVERALL RANGE
12475,Diamond Overall Synthetic Enamel (Orange Packing) 9001,OYESTER,9041,G9041,2265,3.64,Gallon,OVERALL RANGE
12476,Diamond Overall Synthetic Enamel (Orange Packing) 9001,LAVENDER WHITE,9042,G9042,2265,3.64,Gallon,OVERALL RANGE
12477,Diamond Overall Synthetic Enamel (Orange Packing) 9001,HOPSACK,9043,G9043,2265,3.64,Gallon,OVERALL RANGE
12478,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ANTIQUE WHITE,9044,G9044,2265,3.64,Gallon,OVERALL RANGE
12479,Diamond Overall Synthetic Enamel (Orange Packing) 9001,VIVID BLUE,9045,G9045,2265,3.64,Gallon,OVERALL RANGE
12480,Diamond Overall Synthetic Enamel (Orange Packing) 9001,FEROZEE,9046,G9046,2265,3.64,Gallon,OVERALL RANGE
12481,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SIGNOL GREEN,9047,G9047,2265,3.64,Gallon,OVERALL RANGE
12482,Diamond Overall Synthetic Enamel (Orange Packing) 9001,MUSTARD,9048,G9048,2265,3.64,Gallon,OVERALL RANGE
12483,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DIAMOND BLUE,9049,G9049,2265,3.64,Gallon,OVERALL RANGE
12484,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ASH WHITE,9050,G9050,2265,3.64,Gallon,OVERALL RANGE
12485,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SLATE GREY,9051,G9051,2265,3.64,Gallon,OVERALL RANGE
12486,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DIAMOND RED,9052,G9052,2265,3.64,Gallon,OVERALL RANGE
12487,Diamond Overall Synthetic Enamel (Orange Packing) 9001,YELLOW OXIDE,9053,G9053,2265,3.64,Gallon,OVERALL RANGE
12488,Diamond Overall Synthetic Enamel (Orange Packing) 9001,GLAZED VIOLET,9054,G9054,2265,3.64,Gallon,OVERALL RANGE
12489,Diamond Overall Synthetic Enamel (Orange Packing) 9001,VIOLET,9055,G9055,2265,3.64,Gallon,OVERALL RANGE
12490,Diamond Overall Synthetic Enamel (Orange Packing) 9001,BALI BLUE,9056,G9056,2265,3.64,Gallon,OVERALL RANGE
12491,Diamond Overall Synthetic Enamel (Orange Packing) 9001,COURT GREY,9057,G9057,2265,3.64,Gallon,OVERALL RANGE
12492,Diamond Overall Synthetic Enamel (Orange Packing) 9001,COUNTY CREAM,9058,G9058,2265,3.64,Gallon,OVERALL RANGE
12493,Diamond Overall Synthetic Enamel (Orange Packing) 9001,PUMICE,9059,G9059,2265,3.64,Gallon,OVERALL RANGE
12494,Diamond Overall Synthetic Enamel (Orange Packing) 9001,CLAY,9060,G9060,2265,3.64,Gallon,OVERALL RANGE
12495,Diamond Overall Synthetic Enamel (Orange Packing) 9001,CORIANDER,9061,G9061,2265,3.64,Gallon,OVERALL RANGE
12496,Diamond Overall Synthetic Enamel (Orange Packing) 9001,MAUVE,9062,G9062,2265,3.64,Gallon,OVERALL RANGE
12497,Diamond Overall Synthetic Enamel (Orange Packing) 9001,TERRACOTA,9063,G9063,2265,3.64,Gallon,OVERALL RANGE
12498,Diamond Overall Synthetic Enamel (Orange Packing) 9001,POLISH BROWN,9064,G9064,2265,3.64,Gallon,OVERALL RANGE
12499,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ROSE PINK,9065,G9065,2265,3.64,Gallon,OVERALL RANGE
12500,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SOFT VOILET,9066,G9066,2265,3.64,Gallon,OVERALL RANGE
12501,Diamond Overall Synthetic Enamel (Orange Packing) 9001,WHITE-AS,9001,Q9001,615,0.91,Quarter,OVERALL RANGE
12502,Diamond Overall Synthetic Enamel (Orange Packing) 9001,MH-WHITE,9071,Q9071,615,0.91,Quarter,OVERALL RANGE
12503,Diamond Overall Synthetic Enamel (Orange Packing) 9001,BLACK,9002,Q9002,615,0.91,Quarter,OVERALL RANGE
12504,Diamond Overall Synthetic Enamel (Orange Packing) 9001,OFF-WHITE,9003,Q9003,615,0.91,Quarter,OVERALL RANGE
12505,Diamond Overall Synthetic Enamel (Orange Packing) 9001,CREAM,9004,Q9004,615,0.91,Quarter,OVERALL RANGE
12506,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DARK -GREY,9005,Q9005,615,0.91,Quarter,OVERALL RANGE
12507,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SMOKE-GREY,9006,Q9006,615,0.91,Quarter,OVERALL RANGE
12508,Diamond Overall Synthetic Enamel (Orange Packing) 9001,LIGHT -GREY,9007,Q9007,615,0.91,Quarter,OVERALL RANGE
12509,Diamond Overall Synthetic Enamel (Orange Packing) 9001,RED-OXIDE,9008,Q9008,615,0.91,Quarter,OVERALL RANGE
12510,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SIGNOL-RED,9009,Q9009,615,0.91,Quarter,OVERALL RANGE
12511,Diamond Overall Synthetic Enamel (Orange Packing) 9001,P.O.RED,9010,Q9010,615,0.91,Quarter,OVERALL RANGE
12512,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ROYAL-GREEN,9011,Q9011,615,0.91,Quarter,OVERALL RANGE
12513,Diamond Overall Synthetic Enamel (Orange Packing) 9001,LIGHT-GREEN,9012,Q9012,615,0.91,Quarter,OVERALL RANGE
12514,Diamond Overall Synthetic Enamel (Orange Packing) 9001,MIDDLE GREEN,9013,Q9013,615,0.91,Quarter,OVERALL RANGE
12515,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ADAM-GREEN,9014,Q9014,615,0.91,Quarter,OVERALL RANGE
12516,Diamond Overall Synthetic Enamel (Orange Packing) 9001,EMERALD,9015,Q9015,615,0.91,Quarter,OVERALL RANGE
12517,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SPRING-GREEN,9016,Q9016,615,0.91,Quarter,OVERALL RANGE
12518,Diamond Overall Synthetic Enamel (Orange Packing) 9001,LIGHT-BLUE,9017,Q9017,615,0.91,Quarter,OVERALL RANGE
12519,Diamond Overall Synthetic Enamel (Orange Packing) 9001,PEPSI-BLUE,9018,Q9018,615,0.91,Quarter,OVERALL RANGE
12520,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ROYAL-BLUE,9019,Q9019,615,0.91,Quarter,OVERALL RANGE
12521,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SEA-GREEN,9020,Q9020,615,0.91,Quarter,OVERALL RANGE
12522,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ORANGE,9021,Q9021,615,0.91,Quarter,OVERALL RANGE
12523,Diamond Overall Synthetic Enamel (Orange Packing) 9001,LEMON,9022,Q9022,615,0.91,Quarter,OVERALL RANGE
12524,Diamond Overall Synthetic Enamel (Orange Packing) 9001,GOLDEN YELLOW,9023,Q9023,615,0.91,Quarter,OVERALL RANGE
12525,Diamond Overall Synthetic Enamel (Orange Packing) 9001,BROWN,9024,Q9024,615,0.91,Quarter,OVERALL RANGE
12526,Diamond Overall Synthetic Enamel (Orange Packing) 9001,BEIGE,9026,Q9026,615,0.91,Quarter,OVERALL RANGE
12527,Diamond Overall Synthetic Enamel (Orange Packing) 9001,PINK,9027,Q9027,615,0.91,Quarter,OVERALL RANGE
12528,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DARK BROWN,9028,Q9028,615,0.91,Quarter,OVERALL RANGE
12529,Diamond Overall Synthetic Enamel (Orange Packing) 9001,GOLDEN BROWN,9029,Q9029,615,0.91,Quarter,OVERALL RANGE
12530,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ROSE WHITE,9030,Q9030,615,0.91,Quarter,OVERALL RANGE
12531,Diamond Overall Synthetic Enamel (Orange Packing) 9001,CAMEO,9031,Q9031,615,0.91,Quarter,OVERALL RANGE
12532,Diamond Overall Synthetic Enamel (Orange Packing) 9001,CANDY PINK,9032,Q9032,615,0.91,Quarter,OVERALL RANGE
12533,Diamond Overall Synthetic Enamel (Orange Packing) 9001,EAU-DI-NIL,9033,Q9033,615,0.91,Quarter,OVERALL RANGE
12534,Diamond Overall Synthetic Enamel (Orange Packing) 9001,EARLY DAWN,9034,Q9034,615,0.91,Quarter,OVERALL RANGE
12535,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DIYAR,9035,Q9035,615,0.91,Quarter,OVERALL RANGE
12536,Diamond Overall Synthetic Enamel (Orange Packing) 9001,OYESTER,9041,Q9041,615,0.91,Quarter,OVERALL RANGE
12537,Diamond Overall Synthetic Enamel (Orange Packing) 9001,LAVENDER WHITE,9042,Q9042,615,0.91,Quarter,OVERALL RANGE
12538,Diamond Overall Synthetic Enamel (Orange Packing) 9001,HOPSACK,9043,Q9043,615,0.91,Quarter,OVERALL RANGE
12539,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ANTIQUE WHITE,9044,Q9044,615,0.91,Quarter,OVERALL RANGE
12540,Diamond Overall Synthetic Enamel (Orange Packing) 9001,VIVID BLUE,9045,Q9045,615,0.91,Quarter,OVERALL RANGE
12541,Diamond Overall Synthetic Enamel (Orange Packing) 9001,FEROZEE,9046,Q9046,615,0.91,Quarter,OVERALL RANGE
12542,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SIGNOL GREEN,9047,Q9047,615,0.91,Quarter,OVERALL RANGE
12543,Diamond Overall Synthetic Enamel (Orange Packing) 9001,MUSTARD,9048,Q9048,615,0.91,Quarter,OVERALL RANGE
12544,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DIAMOND BLUE,9049,Q9049,615,0.91,Quarter,OVERALL RANGE
12545,Diamond Overall Synthetic Enamel (Orange Packing) 9001,ASH WHITE,9050,Q9050,615,0.91,Quarter,OVERALL RANGE
12546,Diamond Overall Synthetic Enamel (Orange Packing) 9001,SLATE GREY,9051,Q9051,615,0.91,Quarter,OVERALL RANGE
12547,Diamond Overall Synthetic Enamel (Orange Packing) 9001,DIAMOND RED,9052,Q9052,615,0.91,Quarter,OVERALL RANGE
12548,Diamond Overall Synthetic Enamel (Orange Packing) 9001,YELLOW OXIDE,9053,Q9053,615,0.91,Quarter,OVERALL RANGE
12706,Diamond Emulsion - Value Series 7501,BISCUIT,7525,G7525,915,3.64,Gallon,VALUE SERIES
12707,Diamond Emulsion - Value Series 7501,APPLE WHITE,7526,G7526,915,3.64,Gallon,VALUE SERIES
12708,Diamond Emulsion - Value Series 7501,LIME FIZ,7527,G7527,915,3.64,Gallon,VALUE SERIES
12709,Diamond Emulsion - Value Series 7501,OLIVE GREEN,7528,G7528,915,3.64,Gallon,VALUE SERIES
12710,Diamond Emulsion - Value Series 7501,ROSE WHITE,7529,G7529,915,3.64,Gallon,VALUE SERIES
12711,Diamond Emulsion - Value Series 7501,LAVENDAR WHITE,7531,G7531,915,3.64,Gallon,VALUE SERIES
12712,Diamond Emulsion - Value Series 7501,COCKEL SHELL,7536,G7536,915,3.64,Gallon,VALUE SERIES
12713,Diamond Emulsion - Value Series 7501,CHRISMA,7549,G7549,915,3.64,Gallon,VALUE SERIES
12714,Diamond Synthetic Enamel - Value Series 4601,WHITE,4601,K4601,0,14.56,Drum,VALUE SERIES
12715,Diamond Synthetic Enamel - Value Series 4601,BLACK,4602,K4602,0,14.56,Drum,VALUE SERIES
12716,Diamond Synthetic Enamel - Value Series 4601,OFF WHITE,4603,K4603,0,14.56,Drum,VALUE SERIES
12717,Diamond Synthetic Enamel - Value Series 4601,CREAM,4604,K4604,0,14.56,Drum,VALUE SERIES
12718,Diamond Synthetic Enamel - Value Series 4601,SMOKE GREY,4606,K4606,0,14.56,Drum,VALUE SERIES
12719,Diamond Synthetic Enamel - Value Series 4601,RED OXIDE,4608,K4608,0,14.56,Drum,VALUE SERIES
12720,Diamond Synthetic Enamel - Value Series 4601,SIGNAL RED,4609,K4609,0,14.56,Drum,VALUE SERIES
12721,Diamond Synthetic Enamel - Value Series 4601,ADAMS GREEN,4614,K4614,0,14.56,Drum,VALUE SERIES
12722,Diamond Synthetic Enamel - Value Series 4601,LIGHT BLUE,4617,K4617,0,14.56,Drum,VALUE SERIES
12723,Diamond Synthetic Enamel - Value Series 4601,SEA GREEN,4620,K4620,0,14.56,Drum,VALUE SERIES
12724,Diamond Synthetic Enamel - Value Series 4601,BEIGE,4626,K4626,0,14.56,Drum,VALUE SERIES
12725,Diamond Synthetic Enamel - Value Series 4601,PINK,4627,K4627,0,14.56,Drum,VALUE SERIES
12726,Diamond Synthetic Enamel - Value Series 4601,DARK BROWN,4628,K4628,0,14.56,Drum,VALUE SERIES
12727,Diamond Synthetic Enamel - Value Series 4601,GOLDEN BROWN,4629,K4629,0,14.56,Drum,VALUE SERIES
12728,Diamond Synthetic Enamel - Value Series 4601,EARLY DAWN,4634,K4634,0,14.56,Drum,VALUE SERIES
12729,Diamond Synthetic Enamel - Value Series 4601,DIYAR,4635,K4635,0,14.56,Drum,VALUE SERIES
12730,Diamond Synthetic Enamel - Value Series 4601,OYSTER,4641,K4641,0,14.56,Drum,VALUE SERIES
12731,Diamond Synthetic Enamel - Value Series 4601,VIVID BLUE,4645,K4645,0,14.56,Drum,VALUE SERIES
12732,Diamond Synthetic Enamel - Value Series 4601,BLUE GREEN,4647,K4647,0,14.56,Drum,VALUE SERIES
12733,Diamond Synthetic Enamel - Value Series 4601,ASH WHITE,4650,K4650,0,14.56,Drum,VALUE SERIES
12734,Diamond Synthetic Enamel - Value Series 4601,COURT GREY,4651,K4651,0,14.56,Drum,VALUE SERIES
12735,Diamond Synthetic Enamel - Value Series 4601,ROSE PINK,4652,K4652,0,14.56,Drum,VALUE SERIES
12736,Diamond Synthetic Enamel - Value Series 4601,CORIANDAR,4653,K4653,0,14.56,Drum,VALUE SERIES
12737,Diamond Synthetic Enamel - Value Series 4601,SKY BLUE,4654,K4654,0,14.56,Drum,VALUE SERIES
12738,Diamond Synthetic Enamel - Value Series 4601,PUMICE,4659,K4659,0,14.56,Drum,VALUE SERIES
12739,Diamond Synthetic Enamel - Value Series 4601,SHAMP,4661,K4661,0,14.56,Drum,VALUE SERIES
12740,Diamond Synthetic Enamel - Value Series 4601,MAUVE,4670,K4670,0,14.56,Drum,VALUE SERIES
12741,Diamond Synthetic Enamel - Value Series 4601,COMET BLUE,4671,K4671,0,14.56,Drum,VALUE SERIES
12742,Diamond Synthetic Enamel - Value Series 4601,COUNTY CREAM,4672,K4672,0,14.56,Drum,VALUE SERIES
12743,Diamond Synthetic Enamel - Value Series 4601,KASMIR-BEIGE,4675,K4675,0,14.56,Drum,VALUE SERIES
12744,Diamond Synthetic Enamel - Value Series 4601,GOLDEN YELLOW,4623,K4623,0,14.56,Drum,VALUE SERIES
12745,Diamond Synthetic Enamel - Value Series 4601,ORANGE,4621,K4621,0,14.56,Drum,VALUE SERIES
12746,Diamond Synthetic Enamel - Value Series 4601,POLISH BROWN,4664,K4664,0,14.56,Drum,VALUE SERIES
12747,Diamond Synthetic Enamel - Value Series 4601,NEW LIGHT BLUE,4667,K4667,0,14.56,Drum,VALUE SERIES
12748,Diamond Synthetic Enamel - Value Series 4601,SIGNAL GREEN,4668,K4668,0,14.56,Drum,VALUE SERIES
12749,Diamond Synthetic Enamel - Value Series 4601,SPRING GREEN,4616,K4616,0,14.56,Drum,VALUE SERIES
12750,Diamond Synthetic Enamel - Value Series 4601,WHITE,4601,G4601,0,3.64,Gallon,VALUE SERIES
12751,Diamond Synthetic Enamel - Value Series 4601,BLACK,4602,G4602,0,3.64,Gallon,VALUE SERIES
12752,Diamond Synthetic Enamel - Value Series 4601,OFF WHITE,4603,G4603,0,3.64,Gallon,VALUE SERIES
12753,Diamond Synthetic Enamel - Value Series 4601,CREAM,4604,G4604,0,3.64,Gallon,VALUE SERIES
12754,Diamond Synthetic Enamel - Value Series 4601,SMOKE GREY,4606,G4606,0,3.64,Gallon,VALUE SERIES
12755,Diamond Synthetic Enamel - Value Series 4601,RED OXIDE,4608,G4608,0,3.64,Gallon,VALUE SERIES
12756,Diamond Synthetic Enamel - Value Series 4601,SIGNAL RED,4609,G4609,0,3.64,Gallon,VALUE SERIES
12757,Diamond Synthetic Enamel - Value Series 4601,ADAMS GREEN,4614,G4614,0,3.64,Gallon,VALUE SERIES
12758,Diamond Synthetic Enamel - Value Series 4601,LIGHT BLUE,4617,G4617,0,3.64,Gallon,VALUE SERIES
12759,Diamond Synthetic Enamel - Value Series 4601,SEA GREEN,4620,G4620,0,3.64,Gallon,VALUE SERIES
12760,Diamond Synthetic Enamel - Value Series 4601,BEIGE,4626,G4626,0,3.64,Gallon,VALUE SERIES
12761,Diamond Synthetic Enamel - Value Series 4601,PINK,4627,G4627,0,3.64,Gallon,VALUE SERIES
12762,Diamond Synthetic Enamel - Value Series 4601,DARK BROWN,4628,G4628,0,3.64,Gallon,VALUE SERIES
12763,Diamond Synthetic Enamel - Value Series 4601,GOLDEN BROWN,4629,G4629,0,3.64,Gallon,VALUE SERIES
12764,Diamond Synthetic Enamel - Value Series 4601,EARLY DAWN,4634,G4634,0,3.64,Gallon,VALUE SERIES
12765,Diamond Synthetic Enamel - Value Series 4601,DIYAR,4635,G4635,0,3.64,Gallon,VALUE SERIES
12766,Diamond Synthetic Enamel - Value Series 4601,OYSTER,4641,G4641,0,3.64,Gallon,VALUE SERIES
12767,Diamond Synthetic Enamel - Value Series 4601,VIVID BLUE,4645,G4645,0,3.64,Gallon,VALUE SERIES
12768,Diamond Synthetic Enamel - Value Series 4601,BLUE GREEN,4647,G4647,0,3.64,Gallon,VALUE SERIES
12769,Diamond Synthetic Enamel - Value Series 4601,ASH WHITE,4650,G4650,0,3.64,Gallon,VALUE SERIES
12770,Diamond Synthetic Enamel - Value Series 4601,COURT GREY,4651,G4651,0,3.64,Gallon,VALUE SERIES
12771,Diamond Synthetic Enamel - Value Series 4601,ROSE PINK,4652,G4652,0,3.64,Gallon,VALUE SERIES
12772,Diamond Synthetic Enamel - Value Series 4601,CORIANDAR,4653,G4653,0,3.64,Gallon,VALUE SERIES
12773,Diamond Synthetic Enamel - Value Series 4601,SKY BLUE,4654,G4654,0,3.64,Gallon,VALUE SERIES
12774,Diamond Synthetic Enamel - Value Series 4601,PUMICE,4659,G4659,0,3.64,Gallon,VALUE SERIES
12775,Diamond Synthetic Enamel - Value Series 4601,SHAMP,4661,G4661,0,3.64,Gallon,VALUE SERIES
12776,Diamond Synthetic Enamel - Value Series 4601,MAUVE,4670,G4670,0,3.64,Gallon,VALUE SERIES
12777,Diamond Synthetic Enamel - Value Series 4601,COMET BLUE,4671,G4671,0,3.64,Gallon,VALUE SERIES
12778,Diamond Synthetic Enamel - Value Series 4601,COUNTY CREAM,4672,G4672,0,3.64,Gallon,VALUE SERIES
12779,Diamond Synthetic Enamel - Value Series 4601,KASMIR-BEIGE,4675,G4675,0,3.64,Gallon,VALUE SERIES
12780,Diamond Synthetic Enamel - Value Series 4601,GOLDEN YELLOW,4623,G4623,0,3.64,Gallon,VALUE SERIES
12781,Diamond Synthetic Enamel - Value Series 4601,ORANGE,4621,G4621,0,3.64,Gallon,VALUE SERIES
